X Y Z K_gauss trend plunge
4410689.527 7506916.052 -3236.824589 9.64E-10 98.317 71.445
4410759.047 7506916.052 -3253.292857 1.15E-09 98.289 67.914
4410828.568 7506916.052 -3274.437141 1.18E-09 98.216 64.417
4410898.088 7506916.052 -3301.442234 1.16E-09 98.096 61.026
4410967.609 7506916.052 -3335.245619 1.20E-09 97.932 57.811
4411037.13 7506916.052 -3376.542529 1.28E-09 97.734 54.841
4411106.65 7506916.052 -3425.811506 1.34E-09 97.514 52.186
4411176.171 7506916.052 -3483.316208 1.32E-09 97.288 49.909
4411245.691 7506916.052 -3549.124931 1.19E-09 97.069 48.065
4411315.212 7506916.052 -3623.082793 9.78E-10 96.865 46.696
4411384.732 7506916.052 -3704.654779 6.67E-10 96.685 45.833
4411454.253 7506916.052 -3792.728841 2.27E-10 96.538 45.5
4411523.773 7506916.052 -3885.539276 -2.07E-10 96.599 45.288
4411593.294 7506916.052 -3980.745793 -9.29E-10 96.729 45.366
4411662.814 7506916.052 -4075.589825 -1.54E-09 96.864 45.838
4411732.335 7506916.052 -4167.046024 -2.19E-09 96.972 46.818
4411801.856 7506916.052 -4251.947662 -3.28E-09 97.036 48.422
4411871.376 7506916.052 -4327.118995 -4.80E-09 97.091 50.903
4411940.897 7506916.052 -4389.53379 -6.88E-09 97.136 54.542
4412010.417 7506916.052 -4436.520485 -9.55E-09 97.176 59.734
4412079.938 7506916.052 -4466.134787 -1.24E-08 97.236 66.98
4412149.458 7506916.052 -4477.759395 -1.39E-08 97.439 76.728
4412218.979 7506916.052 -4472.605118 -1.14E-08 103.721 88.92
4412288.499 7506916.052 -4453.609068 -4.79E-09 276.209 77.542
4396646.376 7507095.161 -6090.157705 -2.50E-11 98.975 87.589
4396715.897 7507095.161 -6092.514321 -3.32E-11 98.731 87.249
4396785.417 7507095.161 -6095.221194 -4.16E-11 98.403 86.91
4396854.938 7507095.161 -6098.324818 -4.60E-11 98.074 86.598
4396924.458 7507095.161 -6101.878334 -4.43E-11 97.782 86.341
4396993.979 7507095.161 -6105.944385 -3.65E-11 97.538 86.159
4397063.499 7507095.161 -6110.589976 -2.43E-11 97.334 86.063
4397133.02 7507095.161 -6115.865292 -9.58E-12 97.155 86.055
4397202.54 7507095.161 -6121.765374 8.66E-12 96.965 86.124
4397272.061 7507095.161 -6128.179262 3.32E-11 96.731 86.257
4397341.582 7507095.161 -6134.850795 6.14E-11 96.446 86.446
4397411.102 7507095.161 -6141.396394 8.65E-11 96.115 86.687
4397480.623 7507095.161 -6147.399163 1.02E-10 95.749 86.975
4397550.143 7507095.161 -6152.533602 1.16E-10 95.425 87.294
4397619.664 7507095.161 -6156.646926 1.49E-10 95.149 87.653
4397689.184 7507095.161 -6159.757088 1.83E-10 94.765 88.071
4397758.705 7507095.161 -6161.981709 2.16E-10 94.149 88.541
4397828.225 7507095.161 -6163.449077 2.45E-10 92.875 89.055
4397897.746 7507095.161 -6164.241353 2.68E-10 88.069 89.602
4397967.267 7507095.161 -6164.382838 2.83E-10 294.273 89.815
4398036.787 7507095.161 -6163.854855 2.90E-10 280.62 89.244
4398106.308 7507095.161 -6162.619794 2.90E-10 278.77 88.671
4398175.828 7507095.161 -6160.642805 2.85E-10 278.064 88.111
4398245.349 7507095.161 -6157.897491 2.77E-10 277.701 87.572
4398314.869 7507095.161 -6154.35841 2.68E-10 277.476 87.058
4398384.39 7507095.161 -6150.007403 2.56E-10 277.312 86.571
4398453.91 7507095.161 -6144.863546 2.42E-10 277.172 86.114
4398523.431 7507095.161 -6139.003653 2.24E-10 277.041 85.69
4398592.951 7507095.161 -6132.543882 2.03E-10 276.911 85.3
4398662.472 7507095.161 -6125.60119 1.78E-10 276.78 84.95
4398731.993 7507095.161 -6118.271028 1.50E-10 276.648 84.642
4398801.513 7507095.161 -6110.627975 1.20E-10 276.517 84.378
4398871.034 7507095.161 -6102.73388 8.82E-11 276.39 84.162
4398940.554 7507095.161 -6094.644972 5.72E-11 276.269 83.993
4399010.075 7507095.161 -6086.418225 2.84E-11 276.159 83.874
4399079.595 7507095.161 -6078.115191 3.42E-12 276.066 83.804
4399149.116 7507095.161 -6069.800075 -1.62E-11 275.996 83.781
4399218.636 7507095.161 -6061.533308 -2.95E-11 275.956 83.802
4399288.157 7507095.161 -6053.366566 -3.63E-11 275.95 83.862
4399357.677 7507095.161 -6045.344855 -3.74E-11 275.98 83.955
4399427.198 7507095.161 -6037.51484 -3.46E-11 276.046 84.072
4399496.719 7507095.161 -6029.932787 -2.99E-11 276.147 84.204
4399566.239 7507095.161 -6022.666942 -2.52E-11 276.278 84.341
4399635.76 7507095.161 -6015.792414 -2.19E-11 276.43 84.473
4399705.28 7507095.161 -6009.375982 -2.05E-11 276.594 84.589
4399774.801 7507095.161 -6003.450968 -2.08E-11 276.759 84.679
4399844.321 7507095.161 -5997.992774 -2.22E-11 276.913 84.736
4399913.842 7507095.161 -5992.910039 -2.37E-11 277.044 84.753
4399983.362 7507095.161 -5988.055599 -2.43E-11 277.143 84.728
4400052.883 7507095.161 -5983.247688 -2.32E-11 277.208 84.66
4400122.404 7507095.161 -5978.289433 -1.97E-11 277.238 84.552
4400191.924 7507095.161 -5972.983457 -1.37E-11 277.236 84.407
4400261.445 7507095.161 -5967.147946 -5.48E-12 277.208 84.23
4400330.965 7507095.161 -5960.639327 4.19E-12 277.161 84.029
4400400.486 7507095.161 -5953.375359 1.39E-11 277.1 83.809
4400470.006 7507095.161 -5945.348686 2.21E-11 277.03 83.58
4400539.527 7507095.161 -5936.629306 2.72E-11 276.956 83.351
4400609.047 7507095.161 -5927.35615 2.83E-11 276.879 83.13
4400678.568 7507095.161 -5917.712077 2.53E-11 276.802 82.929
4400748.088 7507095.161 -5907.883039 1.90E-11 276.729 82.755
4400817.609 7507095.161 -5898.017336 1.09E-11 276.659 82.616
4400887.13 7507095.161 -5888.203779 3.08E-12 276.595 82.517
4400956.65 7507095.161 -5878.474937 -2.83E-12 276.537 82.458
4401026.171 7507095.161 -5868.826555 -5.66E-12 276.484 82.442
4401095.691 7507095.161 -5859.239196 -5.19E-12 276.436 82.464
4401165.212 7507095.161 -5849.695571 -1.94E-12 276.39 82.522
4401234.732 7507095.161 -5840.195515 3.12E-12 276.345 82.61
4401304.253 7507095.161 -5830.767455 8.88E-12 276.299 82.725
4401373.773 7507095.161 -5821.467254 1.43E-11 276.251 82.861
4401443.294 7507095.161 -5812.360552 1.87E-11 276.202 83.011
4401512.814 7507095.161 -5803.500959 2.13E-11 276.155 83.168
4401582.335 7507095.161 -5794.920818 2.20E-11 276.11 83.324
4401651.856 7507095.161 -5786.638046 2.12E-11 276.069 83.468
4401721.376 7507095.161 -5778.671635 1.92E-11 276.035 83.591
4401790.897 7507095.161 -5771.057421 1.63E-11 276.007 83.685
4401860.417 7507095.161 -5763.85342 1.18E-11 275.988 83.743
4401929.938 7507095.161 -5757.121329 4.24E-12 275.98 83.763
4401999.458 7507095.161 -5750.879268 -7.85E-12 275.982 83.741
4402068.979 7507095.161 -5745.041127 -2.55E-11 275.993 83.676
4402138.499 7507095.161 -5739.378039 -4.90E-11 276.009 83.568
4402208.02 7507095.161 -5733.538393 -7.75E-11 276.025 83.411
4402277.54 7507095.161 -5727.132292 -1.10E-10 276.033 83.204
4402347.061 7507095.161 -5719.846315 -1.47E-10 276.03 82.942
4402416.582 7507095.161 -5711.539142 -1.86E-10 276.015 82.626
4402486.102 7507095.161 -5702.275687 -2.30E-10 275.99 82.256
4402555.623 7507095.161 -5692.27774 -2.77E-10 275.963 81.841
4402625.143 7507095.161 -5681.80971 -3.29E-10 275.94 81.391
4402694.664 7507095.161 -5671.055157 -3.82E-10 275.929 80.919
4402764.184 7507095.161 -5660.03451 -4.35E-10 275.934 80.442
4402833.705 7507095.161 -5648.584015 -4.79E-10 275.956 79.976
4402903.225 7507095.161 -5636.403474 -5.07E-10 275.993 79.542
4402972.746 7507095.161 -5623.176168 -5.08E-10 276.04 79.156
4403042.267 7507095.161 -5608.724174 -4.71E-10 276.09 78.835
4403111.787 7507095.161 -5593.106629 -3.92E-10 276.136 78.591
4403181.308 7507095.161 -5576.590244 -2.71E-10 276.175 78.431
4403250.828 7507095.161 -5559.529035 -1.21E-10 276.205 78.357
4403320.349 7507095.161 -5542.258161 4.33E-11 276.229 78.365
4403389.869 7507095.161 -5525.063644 2.03E-10 276.251 78.451
4403459.39 7507095.161 -5508.210892 3.45E-10 276.282 78.609
4403528.91 7507095.161 -5491.983292 4.61E-10 276.331 78.835
4403598.431 7507095.161 -5476.695648 5.45E-10 276.408 79.121
4403667.951 7507095.161 -5462.663801 5.94E-10 276.523 79.457
4403737.472 7507095.161 -5450.116809 6.03E-10 276.68 79.825
4403806.993 7507095.161 -5439.068385 5.70E-10 276.88 80.199
4403876.513 7507095.161 -5429.238636 4.94E-10 277.115 80.548
4403946.034 7507095.161 -5420.138009 3.80E-10 277.371 80.84
4404015.554 7507095.161 -5411.296695 2.40E-10 277.625 81.042
4404085.075 7507095.161 -5402.467761 9.01E-11 277.852 81.13
4404154.595 7507095.161 -5393.657481 -5.74E-11 278.026 81.082
4404224.116 7507095.161 -5385.004844 -1.98E-10 278.132 80.885
4404293.636 7507095.161 -5376.626979 -3.38E-10 278.167 80.528
4404363.157 7507095.161 -5368.497655 -4.87E-10 278.139 80.01
4404432.677 7507095.161 -5360.360681 -6.55E-10 278.066 79.335
4404502.198 7507095.161 -5351.697902 -8.37E-10 277.971 78.515
4404571.719 7507095.161 -5341.809634 -1.01E-09 277.871 77.57
4404641.239 7507095.161 -5330.008095 -1.16E-09 277.782 76.52
4404710.76 7507095.161 -5315.804433 -1.24E-09 277.708 75.386
4404780.28 7507095.161 -5298.964063 -1.26E-09 277.653 74.192
4404849.801 7507095.161 -5279.443704 -1.22E-09 277.615 72.964
4404919.321 7507095.161 -5257.310706 -1.12E-09 277.593 71.729
4404988.842 7507095.161 -5232.694082 -9.77E-10 277.586 70.518
4405058.362 7507095.161 -5205.761064 -8.16E-10 277.593 69.362
4405127.883 7507095.161 -5176.716196 -6.51E-10 277.612 68.289
4405197.404 7507095.161 -5145.807122 -4.94E-10 277.644 67.317
4405266.924 7507095.161 -5113.305501 -3.56E-10 277.685 66.461
4405336.445 7507095.161 -5079.479979 -2.44E-10 277.735 65.725
4405405.965 7507095.161 -5044.61479 -1.62E-10 277.792 65.107
4405475.486 7507095.161 -5009.057154 -1.06E-10 277.854 64.598
4405545.006 7507095.161 -4973.203784 -7.15E-11 277.918 64.188
4405614.527 7507095.161 -4937.399593 -5.03E-11 277.983 63.864
4405684.047 7507095.161 -4901.837859 -3.60E-11 278.047 63.609
4405753.568 7507095.161 -4866.556162 -2.44E-11 278.107 63.409
4405823.088 7507095.161 -4831.52391 -1.46E-11 278.164 63.249
4405892.609 7507095.161 -4796.73874 -8.26E-12 278.218 63.113
4405962.13 7507095.161 -4762.245473 -8.64E-12 278.269 62.99
4406031.65 7507095.161 -4728.052714 -1.92E-11 278.32 62.873
4406101.171 7507095.161 -4694.018656 -4.14E-11 278.368 62.758
4406170.691 7507095.161 -4659.825745 -7.29E-11 278.409 62.644
4406240.212 7507095.161 -4625.08662 -1.06E-10 278.438 62.535
4406309.732 7507095.161 -4589.492088 -1.31E-10 278.449 62.437
4406379.253 7507095.161 -4552.888797 -1.37E-10 278.44 62.356
4406448.773 7507095.161 -4515.276257 -1.18E-10 278.413 62.301
4406518.294 7507095.161 -4476.787592 -7.41E-11 278.372 62.276
4406587.814 7507095.161 -4437.685474 -1.02E-11 278.323 62.289
4406657.335 7507095.161 -4398.349373 6.44E-11 278.274 62.347
4406726.856 7507095.161 -4359.232084 1.39E-10 278.234 62.458
4406796.376 7507095.161 -4320.794008 2.04E-10 278.209 62.63
4406865.897 7507095.161 -4283.432942 2.53E-10 278.205 62.872
4406935.417 7507095.161 -4247.415426 2.80E-10 278.225 63.189
4407004.938 7507095.161 -4212.816596 2.83E-10 278.268 63.58
4407074.458 7507095.161 -4179.506694 2.60E-10 278.33 64.038
4407143.979 7507095.161 -4147.231955 2.09E-10 278.405 64.552
4407213.499 7507095.161 -4115.763639 1.31E-10 278.485 65.107
4407283.02 7507095.161 -4085.006736 3.57E-11 278.559 65.687
4407352.54 7507095.161 -4054.997346 -6.25E-11 278.619 66.279
4407422.061 7507095.161 -4025.8293 -1.45E-10 278.656 66.871
4407491.582 7507095.161 -3997.584823 -1.97E-10 278.666 67.457
4407561.102 7507095.161 -3970.28982 -2.14E-10 278.651 68.032
4407630.623 7507095.161 -3943.883394 -2.01E-10 278.615 68.591
4407700.143 7507095.161 -3918.214821 -1.71E-10 278.572 69.133
4407769.664 7507095.161 -3893.089227 -1.39E-10 278.533 69.652
4407839.184 7507095.161 -3868.347193 -1.14E-10 278.511 70.144
4407908.705 7507095.161 -3843.933018 -9.90E-11 278.513 70.599
4407978.225 7507095.161 -3819.915185 -9.38E-11 278.541 71.008
4408047.746 7507095.161 -3796.44965 -9.36E-11 278.592 71.361
4408117.267 7507095.161 -3773.701237 -9.30E-11 278.658 71.651
4408186.787 7507095.161 -3751.762851 -8.75E-11 278.73 71.875
4408256.308 7507095.161 -3730.617457 -7.51E-11 278.803 72.033
4408325.828 7507095.161 -3710.154282 -5.81E-11 278.875 72.136
4408395.349 7507095.161 -3690.212036 -4.18E-11 278.947 72.197
4408464.869 7507095.161 -3670.615106 -3.22E-11 279.02 72.229
4408534.39 7507095.161 -3651.180987 -3.27E-11 279.091 72.244
4408603.91 7507095.161 -3631.696308 -4.20E-11 279.159 72.251
4408673.431 7507095.161 -3611.885983 -5.56E-11 279.219 72.255
4408742.951 7507095.161 -3591.415931 -6.83E-11 279.271 72.262
4408812.472 7507095.161 -3569.959176 -7.66E-11 279.316 72.278
4408881.993 7507095.161 -3547.322833 -7.93E-11 279.359 72.313
4408951.513 7507095.161 -3523.576911 -7.73E-11 279.405 72.377
4409021.034 7507095.161 -3499.081393 -7.34E-11 279.46 72.482
4409090.554 7507095.161 -3474.361251 -7.12E-11 279.528 72.638
4409160.075 7507095.161 -3449.908083 -7.36E-11 279.609 72.854
4409229.595 7507095.161 -3426.042171 -8.08E-11 279.701 73.136
4409299.116 7507095.161 -3402.900163 -8.94E-11 279.801 73.489
4409368.636 7507095.161 -3380.518436 -9.22E-11 279.906 73.921
4409438.157 7507095.161 -3358.937413 -8.18E-11 280.015 74.441
4409507.677 7507095.161 -3338.264054 -5.24E-11 280.13 75.059
4409577.198 7507095.161 -3318.671159 -2.99E-12 280.25 75.78
4409646.719 7507095.161 -3300.340574 6.11E-11 280.371 76.609
4409716.239 7507095.161 -3283.368063 1.28E-10 280.485 77.542
4409785.76 7507095.161 -3267.674668 1.84E-10 280.578 78.576
4409855.28 7507095.161 -3253.002793 2.19E-10 280.645 79.712
4409924.801 7507095.161 -3239.058333 2.36E-10 280.692 80.957
4409994.321 7507095.161 -3225.774605 2.52E-10 280.749 82.325
4410063.842 7507095.161 -3213.54975 2.95E-10 280.882 83.837
4410133.362 7507095.161 -3203.242311 3.98E-10 281.253 85.521
4410202.883 7507095.161 -3195.839149 5.92E-10 282.483 87.402
4410272.404 7507095.161 -3191.990699 9.10E-10 295.974 89.493
4410341.924 7507095.161 -3191.745517 1.38E-09 94.511 88.127
4410411.445 7507095.161 -3194.64094 2.00E-09 97.05 85.52
4410480.965 7507095.161 -3200.026982 2.74E-09 97.715 82.658
4410550.486 7507095.161 -3207.410238 3.50E-09 97.997 79.56
4410620.006 7507095.161 -3216.706374 4.14E-09 98.135 76.266
4410689.527 7507095.161 -3228.36737 4.49E-09 98.198 72.831
4410759.047 7507095.161 -3243.330473 4.47E-09 98.205 69.322
4410828.568 7507095.161 -3262.777471 4.12E-09 98.16 65.809
4410898.088 7507095.161 -3287.848515 3.59E-09 98.062 62.364
4410967.609 7507095.161 -3319.490757 3.03E-09 97.914 59.056
4411037.13 7507095.161 -3358.439657 2.53E-09 97.727 55.962
4411106.65 7507095.161 -3405.218955 2.07E-09 97.514 53.159
4411176.171 7507095.161 -3460.147943 1.64E-09 97.293 50.719
4411245.691 7507095.161 -3523.387895 1.24E-09 97.076 48.703
4411315.212 7507095.161 -3594.936818 8.75E-10 96.873 47.158
4411384.732 7507095.161 -3674.480639 5.55E-10 96.691 46.114
4411454.253 7507095.161 -3761.187655 2.48E-10 96.54 45.596
4411523.773 7507095.161 -3853.585651 9.24E-11 96.577 45.262
4411593.294 7507095.161 -3949.536608 -4.31E-10 96.705 45.171
4411662.814 7507095.161 -4046.275474 -8.71E-10 96.848 45.433
4411732.335 7507095.161 -4140.539528 -1.18E-09 96.977 46.166
4411801.856 7507095.161 -4228.820214 -1.72E-09 97.053 47.445
4411871.376 7507095.161 -4307.689098 -2.40E-09 97.128 49.523
4411940.897 7507095.161 -4374.073388 -3.20E-09 97.204 52.65
4412010.417 7507095.161 -4425.406585 -3.97E-09 97.29 57.193
4412079.938 7507095.161 -4459.792068 -4.19E-09 97.422 63.634
4412149.458 7507095.161 -4476.393758 -2.67E-09 97.738 72.481
4412218.979 7507095.161 -4475.92974 2.01E-09 99.515 83.913
4412288.499 7507095.161 -4460.800133 8.86E-09 274.498 82.799
4396646.376 7507274.271 -6089.143003 -1.63E-11 99.368 87.78
4396715.897 7507274.271 -6091.345418 -2.89E-11 99.006 87.423
4396785.417 7507274.271 -6093.901953 -4.07E-11 98.602 87.059
4396854.938 7507274.271 -6096.863172 -4.74E-11 98.229 86.718
4396924.458 7507274.271 -6100.2904 -4.68E-11 97.918 86.429
4396993.979 7507274.271 -6104.257074 -3.94E-11 97.671 86.215
4397063.499 7507274.271 -6108.840168 -2.70E-11 97.473 86.089
4397133.02 7507274.271 -6114.09487 -1.20E-11 97.307 86.052
4397202.54 7507274.271 -6120.014193 6.10E-12 97.135 86.095
4397272.061 7507274.271 -6126.479893 3.07E-11 96.923 86.205
4397341.582 7507274.271 -6133.227687 6.06E-11 96.664 86.374
4397411.102 7507274.271 -6139.869076 8.97E-11 96.363 86.596
4397480.623 7507274.271 -6145.987103 1.11E-10 96.032 86.869
4397550.143 7507274.271 -6151.26042 1.24E-10 95.728 87.177
4397619.664 7507274.271 -6155.542506 1.60E-10 95.534 87.517
4397689.184 7507274.271 -6158.856752 1.97E-10 95.29 87.917
4397758.705 7507274.271 -6161.322195 2.31E-10 94.936 88.372
4397828.225 7507274.271 -6163.062316 2.61E-10 94.295 88.875
4397897.746 7507274.271 -6164.148666 2.83E-10 92.482 89.414
4397967.267 7507274.271 -6164.592581 2.96E-10 33.655 89.957
4398036.787 7507274.271 -6164.364347 3.00E-10 280.169 89.442
4398106.308 7507274.271 -6163.419342 2.97E-10 278.21 88.867
4398175.828 7507274.271 -6161.718603 2.90E-10 277.607 88.302
4398245.349 7507274.271 -6159.231717 2.79E-10 277.327 87.754
4398314.869 7507274.271 -6155.927528 2.67E-10 277.163 87.228
4398384.39 7507274.271 -6151.781735 2.53E-10 277.043 86.727
4398453.91 7507274.271 -6146.81029 2.38E-10 276.936 86.254
4398523.431 7507274.271 -6141.091821 2.20E-10 276.829 85.811
4398592.951 7507274.271 -6134.747252 1.99E-10 276.718 85.403
4398662.472 7507274.271 -6127.897432 1.74E-10 276.603 85.033
4398731.993 7507274.271 -6120.638757 1.47E-10 276.485 84.705
4398801.513 7507274.271 -6113.044195 1.17E-10 276.367 84.421
4398871.034 7507274.271 -6105.172704 8.75E-11 276.251 84.186
4398940.554 7507274.271 -6097.077529 5.83E-11 276.142 84
4399010.075 7507274.271 -6088.813796 3.13E-11 276.043 83.865
4399079.595 7507274.271 -6080.443378 8.04E-12 275.962 83.782
4399149.116 7507274.271 -6072.033154 -9.92E-12 275.903 83.748
4399218.636 7507274.271 -6063.647946 -2.16E-11 275.874 83.763
4399288.157 7507274.271 -6055.345012 -2.68E-11 275.879 83.819
4399357.677 7507274.271 -6047.176413 -2.64E-11 275.919 83.912
4399427.198 7507274.271 -6039.197872 -2.22E-11 275.996 84.032
4399496.719 7507274.271 -6031.476303 -1.64E-11 276.107 84.171
4399566.239 7507274.271 -6024.090749 -1.12E-11 276.247 84.318
4399635.76 7507274.271 -6017.126205 -7.96E-12 276.41 84.462
4399705.28 7507274.271 -6010.658368 -7.50E-12 276.586 84.59
4399774.801 7507274.271 -6004.7282 -9.77E-12 276.764 84.695
4399844.321 7507274.271 -5999.315625 -1.42E-11 276.931 84.765
4399913.842 7507274.271 -5994.328207 -1.98E-11 277.076 84.796
4399983.362 7507274.271 -5989.610824 -2.53E-11 277.188 84.783
4400052.883 7507274.271 -5984.967884 -2.97E-11 277.262 84.725
4400122.404 7507274.271 -5980.186245 -3.18E-11 277.298 84.625
4400191.924 7507274.271 -5975.054502 -3.10E-11 277.298 84.485
4400261.445 7507274.271 -5969.382507 -2.70E-11 277.269 84.311
4400330.965 7507274.271 -5963.024078 -2.05E-11 277.217 84.109
4400400.486 7507274.271 -5955.896897 -1.25E-11 277.149 83.885
4400470.006 7507274.271 -5947.992197 -4.55E-12 277.071 83.65
4400539.527 7507274.271 -5939.375647 1.76E-12 276.988 83.411
4400609.047 7507274.271 -5930.180813 5.31E-12 276.903 83.18
4400678.568 7507274.271 -5920.587739 5.75E-12 276.822 82.966
4400748.088 7507274.271 -5910.783896 3.59E-12 276.745 82.78
4400817.609 7507274.271 -5900.921837 1.35E-13 276.676 82.628
4400887.13 7507274.271 -5891.094334 -2.92E-12 276.615 82.515
4400956.65 7507274.271 -5881.336076 -4.03E-12 276.563 82.445
4401026.171 7507274.271 -5871.643736 -2.32E-12 276.52 82.416
4401095.691 7507274.271 -5861.999004 2.31E-12 276.483 82.429
4401165.212 7507274.271 -5852.386539 9.21E-12 276.449 82.477
4401234.732 7507274.271 -5842.808431 1.74E-11 276.416 82.558
4401304.253 7507274.271 -5833.294792 2.57E-11 276.381 82.667
4401373.773 7507274.271 -5823.902452 3.33E-11 276.343 82.798
4401443.294 7507274.271 -5814.698149 3.92E-11 276.301 82.945
4401512.814 7507274.271 -5805.737593 4.30E-11 276.257 83.101
4401582.335 7507274.271 -5797.055963 4.42E-11 276.215 83.257
4401651.856 7507274.271 -5788.673393 4.30E-11 276.178 83.405
4401721.376 7507274.271 -5780.609157 3.98E-11 276.147 83.534
4401790.897 7507274.271 -5772.897002 3.45E-11 276.126 83.637
4401860.417 7507274.271 -5765.591083 2.64E-11 276.117 83.708
4401929.938 7507274.271 -5758.749358 1.42E-11 276.121 83.742
4401999.458 7507274.271 -5752.39024 -3.61E-12 276.137 83.737
4402068.979 7507274.271 -5746.436825 -2.81E-11 276.162 83.691
4402138.499 7507274.271 -5740.679671 -5.96E-11 276.19 83.602
4402208.02 7507274.271 -5734.790451 -9.79E-11 276.216 83.466
4402277.54 7507274.271 -5728.395956 -1.42E-10 276.231 83.278
4402347.061 7507274.271 -5721.18788 -1.93E-10 276.232 83.035
4402416.582 7507274.271 -5713.022331 -2.48E-10 276.219 82.735
4402486.102 7507274.271 -5703.958759 -3.08E-10 276.197 82.381
4402555.623 7507274.271 -5694.20866 -3.73E-10 276.171 81.979
4402625.143 7507274.271 -5684.016707 -4.39E-10 276.152 81.538
4402694.664 7507274.271 -5673.539811 -5.05E-10 276.146 81.073
4402764.184 7507274.271 -5662.775677 -5.65E-10 276.157 80.599
4402833.705 7507274.271 -5651.551769 -6.12E-10 276.187 80.133
4402903.225 7507274.271 -5639.574593 -6.37E-10 276.234 79.693
4402972.746 7507274.271 -5626.544102 -6.31E-10 276.29 79.297
4403042.267 7507274.271 -5612.301912 -5.83E-10 276.348 78.96
4403111.787 7507274.271 -5596.923657 -4.89E-10 276.401 78.695
4403181.308 7507274.271 -5580.684572 -3.53E-10 276.443 78.509
4403250.828 7507274.271 -5563.935298 -1.86E-10 276.474 78.406
4403320.349 7507274.271 -5546.993802 -4.45E-12 276.497 78.383
4403389.869 7507274.271 -5530.115717 1.74E-10 276.519 78.438
4403459.39 7507274.271 -5513.525442 3.35E-10 276.549 78.567
4403528.91 7507274.271 -5497.45859 4.70E-10 276.6 78.767
4403598.431 7507274.271 -5482.180228 5.71E-10 276.68 79.033
4403667.951 7507274.271 -5467.962111 6.34E-10 276.8 79.354
4403737.472 7507274.271 -5455.010221 6.55E-10 276.962 79.714
4403806.993 7507274.271 -5443.359411 6.29E-10 277.166 80.088
4403876.513 7507274.271 -5432.809889 5.57E-10 277.402 80.445
4403946.034 7507274.271 -5422.994482 4.44E-10 277.655 80.753
4404015.554 7507274.271 -5413.561156 3.03E-10 277.904 80.982
4404085.075 7507274.271 -5404.332507 1.48E-10 278.123 81.106
4404154.595 7507274.271 -5395.327488 -7.12E-12 278.289 81.103
4404224.116 7507274.271 -5386.664808 -1.59E-10 278.389 80.957
4404293.636 7507274.271 -5378.436932 -3.15E-10 278.417 80.658
4404363.157 7507274.271 -5370.601005 -4.86E-10 278.382 80.201
4404432.677 7507274.271 -5362.888939 -6.81E-10 278.302 79.587
4404502.198 7507274.271 -5354.767895 -8.94E-10 278.196 78.826
4404571.719 7507274.271 -5345.517584 -1.10E-09 278.084 77.932
4404641.239 7507274.271 -5334.426762 -1.28E-09 277.979 76.924
4404710.76 7507274.271 -5320.986974 -1.39E-09 277.889 75.822
4404780.28 7507274.271 -5304.953219 -1.42E-09 277.816 74.649
4404849.801 7507274.271 -5286.279176 -1.38E-09 277.759 73.431
4404919.321 7507274.271 -5265.025879 -1.27E-09 277.718 72.197
4404988.842 7507274.271 -5241.300063 -1.12E-09 277.692 70.978
4405058.362 7507274.271 -5215.22774 -9.48E-10 277.681 69.805
4405127.883 7507274.271 -5186.966136 -7.67E-10 277.683 68.707
4405197.404 7507274.271 -5156.73221 -5.91E-10 277.698 67.703
4405266.924 7507274.271 -5124.80092 -4.32E-10 277.724 66.809
4405336.445 7507274.271 -5091.474257 -2.97E-10 277.761 66.031
4405405.965 7507274.271 -5057.071773 -1.93E-10 277.805 65.369
4405475.486 7507274.271 -5021.945715 -1.20E-10 277.857 64.816
4405545.006 7507274.271 -4986.460183 -7.34E-11 277.914 64.364
4405614.527 7507274.271 -4950.914543 -4.63E-11 277.974 64
4405684.047 7507274.271 -4915.476905 -3.09E-11 278.036 63.711
4405753.568 7507274.271 -4880.195047 -2.11E-11 278.098 63.483
4405823.088 7507274.271 -4845.075437 -1.41E-11 278.159 63.3
4405892.609 7507274.271 -4810.160597 -9.79E-12 278.218 63.149
4405962.13 7507274.271 -4775.532513 -1.03E-11 278.278 63.017
4406031.65 7507274.271 -4741.223156 -1.81E-11 278.338 62.896
4406101.171 7507274.271 -4707.102679 -3.45E-11 278.397 62.781
4406170.691 7507274.271 -4672.860793 -5.82E-11 278.45 62.67
4406240.212 7507274.271 -4638.119681 -8.42E-11 278.49 62.565
4406309.732 7507274.271 -4602.586816 -1.05E-10 278.511 62.469
4406379.253 7507274.271 -4566.134255 -1.12E-10 278.511 62.388
4406448.773 7507274.271 -4528.792803 -1.01E-10 278.49 62.329
4406518.294 7507274.271 -4490.722977 -7.10E-11 278.453 62.298
4406587.814 7507274.271 -4452.191742 -2.47E-11 278.406 62.299
4406657.335 7507274.271 -4413.53441 3.02E-11 278.357 62.341
4406726.856 7507274.271 -4375.096228 8.48E-11 278.315 62.431
4406796.376 7507274.271 -4337.185186 1.30E-10 278.286 62.58
4406865.897 7507274.271 -4300.055733 1.59E-10 278.278 62.795
4406935.417 7507274.271 -4263.896472 1.68E-10 278.292 63.084
4407004.938 7507274.271 -4228.791237 1.54E-10 278.328 63.447
4407074.458 7507274.271 -4194.68676 1.16E-10 278.384 63.879
4407143.979 7507274.271 -4161.437919 5.47E-11 278.452 64.368
4407213.499 7507274.271 -4128.927801 -2.58E-11 278.524 64.9
4407283.02 7507274.271 -4097.162875 -1.16E-10 278.591 65.462
